sentence,llm_label
I say that so often that I just think everybody has seen Taladega nights but then I realize that people that haven't are like playing is really weird.,0.0
I think that makes sense.,0.0
All right to see customer training discovery training coming soon.,0.0
"Because I was about to say you're going to hate me for this, but like we're, we're being sick of go about the same problem we had.",1.0
"You know, they're paying better?",0.0
But it's small thing.,1.0
What about like the new pen Christie's product keynote at commit or we don't tell him this with that.,0.0
"But we of course, we need a benchmark level of what MAU we want to call one, two, three.",0.0
Watch statistics I think Josh looked this up last time I think he said there were a thousand oh there we go Kenny's putting it in so somewhere between 500 and a thousand.,1.0
But I think that feels the most important customers are internal and it's just like communicating internally about because like people have done that thing then we had like 50 people in the Zoom call alone not even considering YouTube and people were asking about what happened to YouTube link and things like that so it's well attended internally so I think there's for alignment.,1.0
"Now you know, there's there's a reason to be excited about this.",1.0
They do a lot of like a cat hurting and keep on tracking people down.,1.0
I'm pretty sure I went through my emails.,0.0
Please do take a minute to fill it out.,1.0
A lot of these things that don't have like a ton of context on.,1.0
Taladega has come back and we talk about it on Monday and our little social report.,1.0
That's kind of old.,0.0
It is easy on the eyes.,0.0
"I didn't add it, but I can add that in.",0.0
"If anybody else didn't get it, please ping me.",1.0
That's what I was going for.,0.0
"So it's not, it's not being worse.",1.0
"Yeah, that's when we tiered them.",1.0
"Yeah, it should be like market lens.",0.0
Recorded video if you really want to go deep maybe it's technically complex that's a great idea and then you can just cover the customer value to high level and leave the detail to the video.,0.0
"Yeah, I think I do too, but but I appreciate the thought.",1.0
"Is that, do we have VS code listed on here?",1.0
There were a bunch of things that we released.,0.0
Do we need to add a line item for GitLab as well because I think that's the single we're here.,1.0
I was just saying confidence is kind of overused anyway.,0.0
"Yeah, so I'm not in real time for that.",1.0
And I understand why we want internal feedback because of dog fooding and using our own product.,0.0
The engineer in me says there's never no trade offs.,1.0
It should be all through the lens of.,0.0
I think it's a little bit of a judgment call.,0.0
So one of the decisions was to just go with stages.,1.0
I've got good notes on that.,0.0
I let's see who can find it faster.,1.0
I don't recall but is there a way to put the link to the survey in the agenda?,1.0
Assembly the assembly.,1.0
I see a couple of ahead now.,1.0
"So if you look back over the past year and say okay, like what started in the last year but now is really like a full-fledged feature, what would be coming out of beta, right?",1.0
And so I think we just need to get better at this as a company.,0.0
All of those elements that allow you to move faster but to do so with confidence because otherwise you're like the faster you go than it gets more dangerous.,1.0
Anybody else?,1.0
I just feel like it's kind of worn out now.,1.0
So you can see how your stage in particular is trending or said to be trending.,1.0
It sells itself that way.,0.0
Give it give this just like the rough like pass and like a lot of things recently I've been moving between docs and spreadsheet and the spreadsheet to docs.,1.0
I was I mean we did the fuzzing acquisitions a long time ago.,0.0
But it's not from the goofy name.,0.0
All right.,1.0
"Azure DevOps, GitHub, Atlassian, and although Atlassians, we still need to figure something out there.",1.0
I was looking through features and actual monthly features that were released in a given month.,0.0
I like your move fast with confidence better than increased speed and stay on track.,0.0
We need to do that.,0.0
I don't know what I don't think about that.,1.0
Because like we're separating like presentation layer from data layer.,0.0
Atlassian is on that sheet.,0.0
"And then I think between these two, I like to move fast with confidence, but I don't like the the verbiage of it because it doesn't have parity.",0.0
So this is exactly where this is headed to is the idea that during the product keynote and then ideally during kits sits keynote as well that there's some level of like an announcement that we make that then the press cares about that announcement.,0.0
I can totally understand why we would add that about prioritized ruthlessly but then the rest is I guess a bunch of formatting changes and I don't know if there's new content in any of the dog fooding.,1.0
Anybody else in the same condition where you did not receive it?,1.0
I love how I love that you're just like bang on.,1.0
The event support that we need isn't as nailed down as it needs to be.,0.0
And then Dove Hershkowitz.,1.0
"Remember, there's this interview spreadsheet.",0.0
I like that one the best.,0.0
"And then, yeah, I think, Simon, for this, just to kind of reiterate, for this one, we're only doing these five competitors.",0.0
Product announcements.,0.0
Like Windows 11 or anybody who's rolling stuff out they almost always have UX as one of their three things and then they mentioned a longer list of stuff that aligns to that.,0.0
Was it within the past year or longer?,1.0
This one I couldn't pick.,1.0
Secure the self factory and it's deliverables.,0.0
Fabia didn't receive it.,0.0
It's a good read.,1.0
Just to evaluate alternatives to the format?,1.0
If we don't get any more feedback.,0.0
"Yadda, yadda, yadda.",1.0
The point was let's prioritize and do what matters most first just it's kind of what I've been preaching the whole time like let's in your area wherever that is do what matters first.,1.0
All right.,1.0
I'm just kind of scamming the list.,1.0
He originally came through the growth funnel.,0.0
"tier one, tier two, two, three.",1.0
We need to get something live.,0.0
And are we trying to hit three per stage?,0.0
How do you feel about presenting like balsamic or super low-fi mockups on the kickoff call?,0.0
"So anyway, the, what I love in just in five minutes now and then we can kind of end the call is kind of like, anything that you would change this out for anything that you would change this out for.",1.0
Product sounds like car manufacturer.,1.0
I'm sure someone from that team could actually give feedback but I think one thing about the time limit is it's really hard to motivate problems particularly like in a short amount of time particularly when they're very technical like as product categories grow in maturity and sophistication like the problems become more and more specific that we're solving and so motivating those specific reasons and why we're going after like this specific tiny piece of a very mature category it's hard to do it 30 seconds in a way that and so if we want to do that better that's going to put more more pressure on like communicating every single number of items I think.,0.0
It probably won't be me.,1.0
"I would say if UX does end up being a flag that we fly, that's an easy one because there's more than just maps to the create stage that would be considered UX improvement.",0.0
"But man, that was like a really awesome look back at like here's some wins and here's some exciting things that we've done.",1.0
It's a it's a great channel for feedback but I think it was sending the message that customers weren't nearly as important as internal opinion.,0.0
And you go like you go into the gym and you pull off this square of carpet and all the children would sit on a square of carpet.,0.0
This is why we always say mitigate right?,0.0
And in some they're like I can think of a number where they're just aren't appropriate screenshots or at least there weren't screenshots or mockups created in advance.,0.0
I do believe it's anonymous but nevertheless everyone has their own custom ID.,0.0
Because that could be an option too for PMs that are waiting for UX to work in the same sprint.,1.0
"Well, we're almost up on time, but I did want to share one thing that kind of came in like basically Friday.",1.0
It was like last spring or summer and then we did another set of press around the integration of it because the PR team liked all the it's I mean we got a lot of attention on the acquisitions so they had me do a follow-up on the integration.,1.0
Yeah I don't expect everyone.,1.0
And so that's kind of how I came down on it.,0.0
So we have like one thing to call them.,1.0
That I also believe to be important.,0.0
What does that mean?,1.0
"Yeah, the only thing it might be missing, but I don't know how we do it without over complicating it is well, I guess less risk also implies higher quality.",1.0
One is over what time frame are we looking at?,1.0
And then the other point was we just had 14.0.,0.0
And that was like you'd have an assembly.,1.0
"I think ash is like super good at just again, just like the catcher like the turn of phrase element to it.",0.0
And there's one section that is great.,0.0
So that's what I do.,1.0
"If they have like zero out of 15, we should call that out.",0.0
"So it's a good way you can give a sense for like, you know, it's hard.",1.0
"Yeah, and that would help me with the plan stuff as well because there are some things like Epic boards that people have been asking for for years now and finally have and that's great, but I think the milestone burn up charts.",1.0
Unreviewed.,1.0
So I might constrain it like this.,0.0
Do we have a link to that quickly?,0.0
"So I think yeah, this is like let's take the stuff from 14.0 and then maybe add a few more so that we can hit kind of different areas of press or give give our PR team.",1.0
Yeah and I don't know if this is a follow up issue and the way you described it it doesn't seem controversial but I will say there was a big discussion and a recent initiative you know from Sid and other leaders that we should heavily prioritize dog footing because there were parts there are teams within the company that were not utilizing our features and we wanted to make sure that the product team was responsive to request from them.,1.0
I think we identified top three competitors for every stage.,0.0
"So corporate events, they, I think I saw a little, I put this in Slack and I saw a little bit of kind of noise around it, which was good.",1.0
I just reread it myself.,0.0
"It would have been like a whole nother layer of, okay, if we don't go with just the GitLab stages, the 10 stages, what do we use?",0.0
I don't see the header updated yet.,1.0
"Again, really tough to do at GitLab because it's all been around for a while.",1.0
"I mean, if the competitor does not apply for that particular stage, they shouldn't be on that tab in this spreadsheet.",0.0
"And this is something we don't do, which I I agree.",1.0
"Not a, you know, this is all of our competitors and why we're better.",0.0
So I literally have a folder where all of my GitLab things go and I can just search for infographic.,1.0
They just have less green or we would have less green.,0.0
It's understood.,1.0
If you haven't already please go in and either confirm that it's accurate or updated.,0.0
But quick question.,1.0
I think I mean if I could have to it would be vulnerability management in brow zirker probably.,1.0
"And you know, there are at least a dozen things that I'm not mentioning that could be on the list.",1.0
I'm not a big fan of the it's deliverables.,1.0
"Yeah, that's where we were last I heard.",1.0
"So this is maybe like super nuanced elements of messaging, but I hate it if it's like a single source of truth that's like in noun phrase and then control that's like a noun item.",1.0
Number three 122 kick off feedback Josh thanks for leaving the charge I thought you did a good job of MC and sort of adding color commentary in between I thought the screenshots definitely helped there were a bunch that did not have them.,0.0
I usually let the designers handle that stuff.,0.0
Did you just open the door for a NASCAR partnership?,0.0
Oh here's the screenshot you can see that we're going to add a drop down you can see the issues and the children up there that are attached to that Epic.,0.0
"So I ended up with a single source of truth, countless possibilities.",1.0
So I just wanted your your input on what's because I saw some of you have compared with the five competitors already listed over there.,1.0
"What do you all think is a top would be a top five out of the list of you know, 20 or 30?",1.0
"I think if we took that step further, it would be good to even describe it in the way that doesn't just say our product stage and use like a value-based description of what monitor can figure mean because otherwise we're just, no, that's not going to do any good for us.",0.0
I'm just looking at it.,1.0
The extension that had been around for a while became official.,0.0
If anyone hasn't seen Taladega nights they should.,0.0
That's another good measure.,0.0
Next one category maturity page last week we talked about this.,1.0
I'd love to get to where we're a bit ahead so that we'll have more of these earlier and hopefully the customer discovery flow will get us further ahead on that.,0.0
Somebody had a direction maturity page.,0.0
"But then here's the one for, I just put it in chat for you guys.",1.0
can record.,0.0
So that's where I think do you want to add maybe we can add high confidence or more confidence at the end of your first statement.,0.0
I was wondering why is it just because we're not there yet on many of these?,0.0
"This you know, this might this might end up or some iteration of this might end up in a spreadsheet where we then try to stack rank in PR like okay out of all of like the you know, there's maybe 10 boxes here and three each out of the 30 items which are the top five.",1.0
And I might be able to do one that might be fun if we have a little bit of time.,1.0
But we kind of are just trying to move towards some sort of towards some progress.,1.0
And you're going so fast and somebody holds out the sign and then like half of the bike race collapses.,0.0
Thanks to Kenny for creating that issue.,0.0
"So I listed a few specific things like three or four per each as key iterations, but I called them something overall.",0.0
I thought that and of course we can't talk about any of it on YouTube.,0.0
"So you could say with GitLab, you get a single source of truth with GitLab, you get and control.",0.0
I think it's a bit of a it's a bit of an individual judgment call.,0.0
"I probably should add it, but I had two questions about that one.",1.0
So it takes a while.,1.0
No.,1.0
"So trying to encapsulate that in this like that was kind of where I was like stay on track, but I didn't like it either.",1.0
And I had I started by just looking at what was considered a key feature over the past year from from create.,1.0
So then I think we can help the Corp events team.,0.0
"I think this exercise and opportunity that I think we do a little bit of that, but this is doing it more.",1.0
I think I participated in a couple of those three of them back to back and they were pretty poorly attended from what my experience was and I think they actually got ended by the product marketing team for that reason.,0.0
I guess the TLDR the edition of that prioritized ruthlessly or is there some other point we were trying to make in this change?,0.0
Or someone asked me?,0.0
"So configure it would be a different set of competitors that we need to include, which I think we already identified a while back.",0.0
Yeah that feels about average but we've had how many speakers we'll probably have to be a couple minutes max for person.,1.0
Like I could give you 10 things instead of three.,0.0
Yeah maybe the externally focused one would be more about what we just shipped.,0.0
So I did the same there as well.,0.0
And remember we have three weeks until Q2 to hit our goals so please do invest the time to get those set up and get at least three done if you haven't already.,0.0
"Same with Azure DevOps, same with J Frog.",0.0
So I'm going to I'm just going to call those get ops and I'm going to put like KSS agents plus sce for integrations.,0.0
So we're going to target Gabe for a third managed PM.,0.0
"But usually when something it's a lot of upvotes or when there's a lot of demand for it, then I would I would bump the excitement level on something like that.",1.0
"You can say IP here, but it just doesn't sound right and that's always to always short hand.",1.0
"That has to be determined, reconciled, all this kind of stuff.",1.0
"So, GitLab builds itself as a platform.",0.0
I think there were a number of changes but before the handbook basically read that internal feedback is worth 10 times more than external feedback.,0.0
I really like it.,0.0
So this is the one.,0.0
"So the thought here is to, but also because our entire roadmap is completely public and because we shift these tiny little MVCs, a new feature will come out, but it'll be not really usable, right?",1.0
"No, we're on top of it.",0.0
So you're a new Ricky body.,0.0
It's like it's velocity with confidence is what is what you get.,0.0
This is kind of like input into our PR team to give them fodder to go out with.,0.0
I'm pretty sure the handbook says that we're meant to well least the guidelines used to be that for new features that were meant to be available on githlet.com and so opposed to that at the same time there used to be a production ready checklist um that I think the engineering team was responsible for I know that for when we launched a geo there was a production readiness process that we had to go through and certainly with Giddly we consider these things on the source code front we're regularly considering scale like moving terabytes of data from the database into object storage and considering all these sorts of things.,1.0
"So like, hey, let's move fast and do the best we can do.",1.0
Cindy's last blog post had a really good turn of phrase that I stole for for give that 14 when she was out.,1.0
Or you throw it in the notes if you find it.,0.0
"One other cool thing about that is both of those VS code integrations that hit the same month or community contributions, which is also kind of cool.",1.0
"Okay, so we will have an opportunity.",1.0
I thought people were going to be using those competitors to compare against.,0.0
I like the fact that there's no red on there.,0.0
We need to have a security one in there.,0.0
I think just as a cycle I think we have something the product and book that I read like a couple days ago on performance something like fast applications are like always you know like more usable and I think that's that's definitely important and I also think that githlet.com is massive I think we have 4 million users and for example for geo I know that only by actually like interacting with the infrastructure we are getting feedback on some of the performance bottlenecks that we are just not seeing otherwise right and so I think that's actually also really valuable and in that regard maybe also like again you know dog fooding these things helps and I think with the combination of CD we may hit a lot of those things at the yeah and the dog fooding thing on that front is a little confusing me I met with Marin to talk about that and you know there's sort of this mentality of looking at .com first or leading with .com for scalability and I just it's not really Chris to me where we're going from making sure that we're you know how we approach me and show that we intact scalability for .com if we're starting with .com or restarting somewhere else um from a dog fooding perspective.,1.0
That was a two and that's helpful.,0.0
Make sense.,1.0
"So, ideally, when we picked like the 10 to 15 features, though some of those were like GitLab only, some of those were like GitLab didn't have.",1.0
I think I'm going to update the new hire on boarding dock and ask all new hires to read this as well so that we all.,0.0
"So we're saying, because it really does lend itself to being a comparison more than a competitive piece because of that.",0.0
They recommended we stick with the green and see how it goes.,0.0
"So I, this is why I send everything to a Google Gmail because the search is so fast.",0.0
It's seeing the updates there for the charts.,0.0
"Some, like some of them might be GitLab only, some of them might be like competitor only, so that it's a, somebody would look at it and be like, this looks honest and trustworthy and like an accurate assessment of the market.",1.0
So I appreciate bride for adding this.,1.0
"This one I went with end to end control over your software factory, not as pithy but like not as catchy.",1.0
"So this, this is another thing.",1.0
What kind of announcements do we make?,1.0
I mean no matter how many words you throw at something it's like for example one of my things that I request or I report it on for the release the kickoff meeting was expanding the Epic view in the roadmap and like those are basically just a bunch of buzzwords put together that you're like okay what does that mean expand Epic and I'm just I literally thought on that one for like 20 minutes saying how do I make this epic how do I make this issue title like more descriptive for customer value and it just came down to like that is the functionality we're adding.,0.0
"Although the core of incident management was part of 12.x, I think.",0.0
"Yeah, I might even constrain this is we're not going to highlight low excitement, but we want to see the full spectrum, especially in the case we have slim pickings.",0.0
"So this, this, where we are right now is we're looking at just tier one competitors.",0.0
All right 3D we went long.,1.0
We just hired him as the APM monitoring.,0.0
I think I have some maybe it's on my end but I'm happy to fill it out but I didn't get it.,1.0
"All right, I will ask Jessica to reason that to you.",0.0
So that would be helpful there.,0.0
"Like the, you know, we kind of, I don't know how long it's been since we updated those pages have like not been updated.",1.0
I just know like we're just trying to up our game.,1.0
I was really I don't did you all did anybody miss?,1.0
"I don't see anyone in the, maybe there are comments in the issue.",1.0
I like the idea of creating an issue and perhaps tweaking the format before next month.,0.0
Sarah O'Donnell and her team we're going to do a bunch of sort of quick videos on a variety of customer discovery topics.,1.0
I think it was copy pasted.,0.0
There might be a value stream analytics story in there too.,1.0
"Man, it's a pretty heavy pretty heavy list.",1.0
That's kind of that's kind of my thought on it.,1.0
She said it really elegant.,1.0
And integrations we don't well actually we have some pretty exciting integrations.,0.0
"Yeah, you they'd have this big stack of like carpet.",1.0
So that's that's kind of also helpful there.,1.0
"So in the competitive sheet, I was, I mean, I've already identified the features for CD config, as well as monitor, getting it reviewed from PM.",1.0
Be to be worked with with Christie and David Sakamoto to change in the language around customer results.,0.0
"So that's, it's not going to be as hard to update in the future as it currently is where it's a mess of spaghetti code and it's like really, really difficult update.",1.0
So I see manage in here that's excellent.,0.0
"I went back and added them because based on discussion, like my, I wanted to take them off completely and just leave them as a partner, but we can't do that.",1.0
Anyway we should discuss it in an issue and come up with something I do think prior to next release kickoff.,0.0
"Yeah, vulnerability management was one of the you know the features out of we looked at 14.0.",0.0
"Or, you know, maybe not, which is okay.",1.0
I would probably say like Kubernetes agent is something that we've made a lot of investment in although I think the Kubernetes agent and from an integration point of view perhaps the Terraform integration I think we have a lot of customers actually using that already.,0.0
This is not just like marketing shill.,0.0
Is there a can we say like your software factory and your software or your your software or your product.,0.0
So yeah I'm putting it along the marketing value of like sort of like a release I mean for fictional customers it kind of feels like that we'd better off having like a webinar or live stream on the release day.,1.0
So maybe just review this kind of like let's just kind of pick top five maybe something from plan and something from CI CD.,1.0
"I guess part of it is like I feel like we're almost fixing something that's broken and that's not something you want to shout from the rooftops about, but actually some of that stuff's really cool.",1.0
"Yeah, that's, that's the goal is we want, we want to generate a helpful asset for the industry.",1.0
"That is a matter of fact that I go back and add Atlassian because I, based on conversation, I think we have to do it.",0.0
I know it's taking a lot of energy from everybody but I think our hiring processes continues to pick up speed.,0.0
So I guess the ask would be to work with your GTM teams.,0.0
And in terms of the excitement level that also like I went in thinking this is just a two.,1.0
I was looking at maybe MAU as a metric to perhaps measure whether customers have started using that are interested in using that or not.,0.0
I have to look at this version.,0.0
It was like secure the software factory and all the stuff that you're making.,0.0
So I put a top five overall.,0.0
"Yeah, it's great to be here.",1.0
"We probably may not have it for everything, but at least some of it wherever we have it is probably something we can use.",1.0
So I think that's a good one too.,1.0
"We have some amount of like we have a stage of you know, a metaphorical stage to say something to the world and we'll get some amount of press attention because we're having an event, right?",1.0
Okay SEMGRIP that get picked up as online item in a couple of pieces about get back 14.,1.0
Hey NASCAR goes fast in terms left because of Git Lab.,1.0
Thank you for the suggestion.,0.0
That's one of my go-to's.,0.0
I don't remember that being the point of it maybe it reads that way.,1.0
He's got a great background in monitoring and it has most recently been elastic.,0.0
Well this was kind of fun to do a little bit of like working together session and keep it a little razzle.,1.0
Plus one to revamping it I think I think we're trying to it's like got so many jobs right now that we're not doing a good job at any of those are one of them.,1.0
I like it.,0.0
Yeah I thought Lucas were very well framed up.,1.0
Check those out.,1.0
I will give a shout out for Jason I know because he's unfortunately created a video but I think the original intent of the kickoff was actually just as a company we had a retrospective and a kickoff a retrospective immediately followed by a kickoff and we just decided to post that on YouTube we now post a whole bunch of content on YouTube so just just having what you would normally do for your kind of like grooming or kickoff within your individual group posted to YouTube and us maybe having a specific channel for people who wanted to follow it.,1.0
I want to ensure good will with that team and follow up promptly with meetings with these customers so that that team can see that we're taking advantage of it.,0.0
"And I'll tell you why it's because I like things to have parity in in their tone, right?",1.0
"So, an ideal world, most of them are like, this is what I'm shopping for, this solution.",1.0
"Next reminder, we need we have a goal of at least three customer interviews per PM.",0.0
"Because there's no, you know, these folks at 37% are in the red and they're terrible.",0.0
"First, we have a book club coming up on Inspired in four weeks on August 7th.",0.0
"All right, let's let's kick off.",1.0
There might be a sorry.,1.0
The charter of that team is to be defined but bottom line we're going to have a third group in the managed area and Gabe will lead that.,0.0
"I kind of like that, but I, you know, this one I hate, scale up speed up, test up.",1.0
"Yeah, we're on like the two week cadence.",1.0
"So in theory, these could change or be updated where the underlying data remains the same, right?",1.0
"If you missed it, I recommend I last because like what assembly reminds me of it like when I was in like a young child in grade school.",1.0
"So the current tactic that we're going with is go-to-market team, signs up and kind of sponsors that event.",0.0
And then the other component is then not in this iteration.,0.0
I was feeling the red and yellow too.,1.0
